# Auto-generated by harness/gen-macros.py from reference/valkey/src/*.h
# DO NOT hand-edit. To refine a row, change HEURISTICS in the generator or
# (preferably) override per-macro by editing harness/macro-overrides.tsv (TODO).
#
# Total macros: 2402
# Columns (tab-separated):
#   name              C macro identifier
#   file              header where defined
#   line              line number
#   kind              object | function
#   category          constant | alias | sizeof | cast | ternary | reply-alias | function-like | flag | complex
#   c_body            raw C body (first 80 chars; truncated with ... if longer)
#   rust_mapping      suggested Rust translation (TODO if unclear)

COMPACT_VALUES_178	fmtargs.h	240	function	function-like	value, COMPACT_VALUES_176(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_180	fmtargs.h	241	function	function-like	value, COMPACT_VALUES_178(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_182	fmtargs.h	242	function	function-like	value, COMPACT_VALUES_180(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_184	fmtargs.h	243	function	function-like	value, COMPACT_VALUES_182(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_186	fmtargs.h	244	function	function-like	value, COMPACT_VALUES_184(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_188	fmtargs.h	245	function	function-like	value, COMPACT_VALUES_186(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_190	fmtargs.h	246	function	function-like	value, COMPACT_VALUES_188(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_192	fmtargs.h	247	function	function-like	value, COMPACT_VALUES_190(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_194	fmtargs.h	248	function	function-like	value, COMPACT_VALUES_192(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_196	fmtargs.h	249	function	function-like	value, COMPACT_VALUES_194(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_198	fmtargs.h	250	function	function-like	value, COMPACT_VALUES_196(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
COMPACT_VALUES_200	fmtargs.h	251	function	function-like	value, COMPACT_VALUES_198(__VA_ARGS__)	TODO(architect): function-like macro; translate at call site
__FUNCTIONS_H_	functions.h	31	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
FUZZER_COMMAND_GENERATOR_H	fuzzer_command_generator.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__GEO_H__	geo.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
MAX_GEO_ARRAY_BUFFER	geo.h	6	object	constant	8	pub const MAX_GEO_ARRAY_BUFFER: i64 = 8;
GEOHASH_H_	geohash.h	33	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
HASHISZERO	geohash.h	42	function	function-like	(!(r).bits && !(r).step)	TODO(architect): function-like macro; translate at call site
RANGEISZERO	geohash.h	43	function	function-like	(!(r).max && !(r).min)	TODO(architect): function-like macro; translate at call site
RANGEPISZERO	geohash.h	44	function	function-like	(r == NULL || RANGEISZERO(*r))	TODO(architect): function-like macro; translate at call site
GEO_STEP_MAX	geohash.h	46	object	complex	26 /* 26*2 = 52 bits. */	TODO(architect): see C definition
GEO_LAT_MIN	geohash.h	49	object	complex	-85.05112878	TODO(architect): see C definition
GEO_LAT_MAX	geohash.h	50	object	complex	85.05112878	TODO(architect): see C definition
GEO_LONG_MIN	geohash.h	51	object	constant	-180	pub const GEO_LONG_MIN: i64 = -180;
GEO_LONG_MAX	geohash.h	52	object	constant	180	pub const GEO_LONG_MAX: i64 = 180;
CIRCULAR_TYPE	geohash.h	92	object	constant	1	pub const CIRCULAR_TYPE: i64 = 1;
RECTANGLE_TYPE	geohash.h	93	object	constant	2	pub const RECTANGLE_TYPE: i64 = 2;
POLYGON_TYPE	geohash.h	94	object	constant	3	pub const POLYGON_TYPE: i64 = 3;
GEOHASH_HELPER_HPP_	geohash_helper.h	33	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
GZERO	geohash_helper.h	37	function	function-like	s.bits = s.step = 0;	TODO(architect): function-like macro; translate at call site
GISZERO	geohash_helper.h	38	function	function-like	(!s.bits && !s.step)	TODO(architect): function-like macro; translate at call site
GISNOTZERO	geohash_helper.h	39	function	function-like	(s.bits || s.step)	TODO(architect): function-like macro; translate at call site
HASHTABLE_H	hashtable.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
HASHTABLE_BUCKET_SIZE	hashtable.h	95	object	complex	64 /* bytes, the most common cache line size */	TODO(architect): see C definition
HASHTABLE_SCAN_EMIT_REF	hashtable.h	98	object	complex	(1 << 0)	TODO(architect): see C definition
HASHTABLE_ITER_SAFE	hashtable.h	101	object	complex	(1 << 0)	TODO(architect): see C definition
HASHTABLE_ITER_PREFETCH_VALUES	hashtable.h	102	object	complex	(1 << 1)	TODO(architect): see C definition
HASHTABLE_ITER_SKIP_VALIDATION	hashtable.h	103	object	complex	(1 << 2)	TODO(architect): see C definition
HASHTABLE_ITER_INCLUDE_IMPORTING	hashtable.h	104	object	complex	(1 << 3)	TODO(architect): see C definition
__INTRINSICS_H	intrinsics.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__INTSET_H	intset.h	32	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
IO_THREADS_H	io_threads.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
KVSTORE_H	kvstore.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
KVSTORE_ALLOCATE_HASHTABLES_ON_DEMAND	kvstore.h	17	object	complex	(1 << 0)	TODO(architect): see C definition
KVSTORE_FREE_EMPTY_HASHTABLES	kvstore.h	18	object	complex	(1 << 1)	TODO(architect): see C definition
KVSTORE_INDEX_NOT_FOUND	kvstore.h	20	object	complex	(-1)	TODO(architect): see C definition
__LATENCY_H	latency.h	35	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
LATENCY_TS_LEN	latency.h	39	object	complex	160 /* History length for every monitored event. */	TODO(architect): see C definition
LATENCY_TRACE_SWITCH	latency.h	42	object	constant	0	pub const LATENCY_TRACE_SWITCH: i64 = 0;
latencyStartMonitor	latency.h	83	function	function-like	\n    if (server.latency_monitor_threshold || LATENCY_TRACE_SWITCH) {\n        ...	TODO(architect): function-like macro; translate at call site
latencyEndMonitor	latency.h	90	function	function-like	\n    if (server.latency_monitor_threshold || LATENCY_TRACE_SWITCH) {\n        ...	TODO(architect): function-like macro; translate at call site
latencyAddSampleIfNeeded	latency.h	94	function	function-like	\n    if (server.latency_monitor_threshold && (var) >= server.latency_monitor_...	TODO(architect): function-like macro; translate at call site
latencyRemoveNestedEvent	latency.h	97	function	function-like	event_var += nested_var;	TODO(architect): function-like macro; translate at call site
__LISTPACK_H	listpack.h	36	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
LP_INTBUF_SIZE	listpack.h	41	object	complex	21 /* 20 digits of -2^63 + 1 null term = 21. */	TODO(architect): see C definition
LP_BEFORE	listpack.h	44	object	constant	0	pub const LP_BEFORE: i64 = 0;
LP_AFTER	listpack.h	45	object	constant	1	pub const LP_AFTER: i64 = 1;
LP_REPLACE	listpack.h	46	object	constant	2	pub const LP_REPLACE: i64 = 2;
LISTPACK_ALLOC_H	listpack_malloc.h	40	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
lp_malloc	listpack_malloc.h	45	function	function-like	zmalloc_usable(sz, NULL)	TODO(architect): function-like macro; translate at call site
lp_realloc	listpack_malloc.h	46	function	function-like	zrealloc_usable(ptr, sz, NULL)	TODO(architect): function-like macro; translate at call site
lp_free	listpack_malloc.h	47	object	alias	zfree	pub use crate::zfree;  // alias
lp_malloc_size	listpack_malloc.h	48	object	alias	zmalloc_usable_size	pub use crate::zmalloc_usable_size;  // alias
__LOLWUT_H	lolwut.h	39	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__LRULFU_H__	lrulfu.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
LRULFU_BITS	lrulfu.h	36	object	constant	24	pub const LRULFU_BITS: i64 = 24;
LZF_H	lzf.h	38	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
LZF_VERSION	lzf.h	49	object	complex	0x0105 /* 1.5, API version */	TODO(architect): see C definition
LZFP_h	lzfP.h	38	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
STANDALONE	lzfP.h	40	object	complex	1 /* at the moment, this is ok. */	TODO(architect): see C definition
HLOG	lzfP.h	55	object	constant	16	pub const HLOG: i64 = 16;
VERY_FAST	lzfP.h	64	object	constant	1	pub const VERY_FAST: i64 = 1;
ULTRA_FAST	lzfP.h	75	object	constant	0	pub const ULTRA_FAST: i64 = 0;
STRICT_ALIGN	lzfP.h	83	object	constant	1	pub const STRICT_ALIGN: i64 = 1;
STRICT_ALIGN	lzfP.h	85	object	constant	0	pub const STRICT_ALIGN: i64 = 0;
INIT_HTAB	lzfP.h	95	object	constant	0	pub const INIT_HTAB: i64 = 0;
AVOID_ERRNO	lzfP.h	104	object	constant	0	pub const AVOID_ERRNO: i64 = 0;
LZF_STATE_ARG	lzfP.h	113	object	constant	0	pub const LZF_STATE_ARG: i64 = 0;
CHECK_INPUT	lzfP.h	125	object	constant	1	pub const CHECK_INPUT: i64 = 1;
LZF_USE_OFFSETS	lzfP.h	134	object	constant	0	pub const LZF_USE_OFFSETS: i64 = 0;
USE_REP_MOVSB	lzfP.h	138	object	constant	0	pub const USE_REP_MOVSB: i64 = 0;
LZF_USE_OFFSETS	lzfP.h	155	object	complex	defined(_M_X64)	TODO(architect): see C definition
LZF_USE_OFFSETS	lzfP.h	162	object	complex	(UINTPTR_MAX > 0xffffffffU)	TODO(architect): see C definition
LZF_HSLOT_BIAS	lzfP.h	169	object	complex	((const u8 *)in_data)	TODO(architect): see C definition
LZF_HSLOT_BIAS	lzfP.h	172	object	constant	0	pub const LZF_HSLOT_BIAS: i64 = 0;
STRICT_ALIGN	lzfP.h	186	object	constant	1	pub const STRICT_ALIGN: i64 = 1;
MEMORY_PREFETCH_H	memory_prefetch.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
_MODULE_H_	module.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
VALKEYMODULE_TYPE_ENCVER_BITS	module.h	9	object	constant	10	pub const VALKEYMODULE_TYPE_ENCVER_BITS: i64 = 10;
VALKEYMODULE_TYPE_ENCVER_MASK	module.h	10	object	complex	((1 << VALKEYMODULE_TYPE_ENCVER_BITS) - 1)	TODO(architect): see C definition
VALKEYMODULE_TYPE_ENCVER	module.h	11	function	function-like	((id) & VALKEYMODULE_TYPE_ENCVER_MASK)	TODO(architect): function-like macro; translate at call site
VALKEYMODULE_TYPE_SIGN	module.h	13	function	function-like	\n    (((id) & ~((uint64_t)VALKEYMODULE_TYPE_ENCVER_MASK)) >> VALKEYMODULE_TYP...	TODO(architect): function-like macro; translate at call site
VALKEYMODULE_AUX_BEFORE_RDB	module.h	16	object	complex	(1 << 0)	TODO(architect): see C definition
VALKEYMODULE_AUX_AFTER_RDB	module.h	17	object	complex	(1 << 1)	TODO(architect): see C definition
_LUA_DEBUG_H_	modules/lua/debug_lua.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
_ENGINE_STRUCTS_H_	modules/lua/engine_structs.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
_FUNCTION_LUA_H_	modules/lua/function_lua.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
_LUA_LIST_H_	modules/lua/list.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__SCRIPT_LUA_H_	modules/lua/script_lua.h	31	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
C_OK	modules/lua/script_lua.h	53	object	constant	0	pub const C_OK: i64 = 0;
C_ERR	modules/lua/script_lua.h	54	object	constant	-1	pub const C_ERR: i64 = -1;
REGISTRY_RUN_CTX_NAME	modules/lua/script_lua.h	58	object	constant	"__RUN_CTX__"	pub const REGISTRY_RUN_CTX_NAME: &[u8] = b"__RUN_CTX__";
REGISTRY_MODULE_CTX_NAME	modules/lua/script_lua.h	59	object	constant	"__MODULE_CTX__"	pub const REGISTRY_MODULE_CTX_NAME: &[u8] = b"__MODULE_CTX__";
REDIS_API_NAME	modules/lua/script_lua.h	60	object	constant	"redis"	pub const REDIS_API_NAME: &[u8] = b"redis";
SERVER_API_NAME	modules/lua/script_lua.h	61	object	constant	"server"	pub const SERVER_API_NAME: &[u8] = b"server";
__MONOTONIC_H	monotonic.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__MT19937_64_H	mt19937-64.h	57	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__MUTEXQUEUE_H	mutexqueue.h	34	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__PQSORT_H	pqsort.h	34	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__QUEUES_H__	queues.h	20	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__QUICKLIST_H__	quicklist.h	34	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
QL_FILL_BITS	quicklist.h	86	object	constant	14	pub const QL_FILL_BITS: i64 = 14;
QL_COMP_BITS	quicklist.h	87	object	constant	14	pub const QL_COMP_BITS: i64 = 14;
QL_BM_BITS	quicklist.h	88	object	constant	4	pub const QL_BM_BITS: i64 = 4;
QL_FILL_BITS	quicklist.h	91	object	constant	16	pub const QL_FILL_BITS: i64 = 16;
QL_COMP_BITS	quicklist.h	92	object	constant	16	pub const QL_COMP_BITS: i64 = 16;
QL_BM_BITS	quicklist.h	94	object	complex	4 /* we can encode more, but we rather limit the user\n                       ...	TODO(architect): see C definition
QUICKLIST_HEAD	quicklist.h	136	object	constant	0	pub const QUICKLIST_HEAD: i64 = 0;
QUICKLIST_TAIL	quicklist.h	137	object	constant	-1	pub const QUICKLIST_TAIL: i64 = -1;
QUICKLIST_NODE_ENCODING_RAW	quicklist.h	140	object	constant	1	pub const QUICKLIST_NODE_ENCODING_RAW: i64 = 1;
QUICKLIST_NODE_ENCODING_LZF	quicklist.h	141	object	constant	2	pub const QUICKLIST_NODE_ENCODING_LZF: i64 = 2;
QUICKLIST_NOCOMPRESS	quicklist.h	144	object	constant	0	pub const QUICKLIST_NOCOMPRESS: i64 = 0;
QUICKLIST_NODE_CONTAINER_PLAIN	quicklist.h	147	object	constant	1	pub const QUICKLIST_NODE_CONTAINER_PLAIN: i64 = 1;
QUICKLIST_NODE_CONTAINER_PACKED	quicklist.h	148	object	constant	2	pub const QUICKLIST_NODE_CONTAINER_PACKED: i64 = 2;
QL_NODE_IS_PLAIN	quicklist.h	150	function	function-like	((node)->container == QUICKLIST_NODE_CONTAINER_PLAIN)	TODO(architect): function-like macro; translate at call site
quicklistNodeIsCompressed	quicklist.h	152	function	function-like	((node)->encoding == QUICKLIST_NODE_ENCODING_LZF)	TODO(architect): function-like macro; translate at call site
AL_START_HEAD	quicklist.h	202	object	constant	0	pub const AL_START_HEAD: i64 = 0;
AL_START_TAIL	quicklist.h	203	object	constant	1	pub const AL_START_TAIL: i64 = 1;
VALKEY_RANDOM_H	rand.h	31	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
SERVER_LRAND48_MAX	rand.h	36	object	alias	INT32_MAX	pub use crate::INT32_MAX;  // alias
RAX_H	rax.h	32	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
RAX_NODE_MAX_SIZE	rax.h	97	object	complex	((1 << 29) - 1)	TODO(architect): see C definition
RAX_STACK_STATIC_ITEMS	rax.h	143	object	constant	32	pub const RAX_STACK_STATIC_ITEMS: i64 = 32;
RAX_ITER_STATIC_LEN	rax.h	169	object	constant	128	pub const RAX_ITER_STATIC_LEN: i64 = 128;
RAX_ITER_JUST_SEEKED	rax.h	172	object	complex	(1 << 0) /* Iterator was just seeked. Return current\n                        ...	TODO(architect): see C definition
RAX_ITER_EOF	rax.h	173	object	complex	(1 << 1)         /* End of iteration reached. */	TODO(architect): see C definition
RAX_ITER_SAFE	rax.h	175	object	complex	(1 << 2)        /* Safe iterator, allows operations while\n                   ...	TODO(architect): see C definition
RAX_ALLOC_H	rax_malloc.h	39	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
rax_malloc	rax_malloc.h	41	object	alias	zmalloc	pub use crate::zmalloc;  // alias
rax_realloc	rax_malloc.h	42	object	alias	zrealloc	pub use crate::zrealloc;  // alias
rax_free	rax_malloc.h	43	object	alias	zfree	pub use crate::zfree;  // alias
rax_ptr_alloc_size	rax_malloc.h	44	object	alias	zmalloc_size	pub use crate::zmalloc_size;  // alias
__RDB_H	rdb.h	31	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
RDB_VERSION	rdb.h	52	object	constant	80	pub const RDB_VERSION: i64 = 80;
RDB_FOREIGN_VERSION_MIN	rdb.h	62	object	constant	12	pub const RDB_FOREIGN_VERSION_MIN: i64 = 12;
RDB_FOREIGN_VERSION_MAX	rdb.h	63	object	constant	79	pub const RDB_FOREIGN_VERSION_MAX: i64 = 79;
RDB_6BITLEN	rdb.h	89	object	constant	0	pub const RDB_6BITLEN: i64 = 0;
RDB_14BITLEN	rdb.h	90	object	constant	1	pub const RDB_14BITLEN: i64 = 1;
RDB_32BITLEN	rdb.h	91	object	constant	0x80	pub const RDB_32BITLEN: u64 = 0x80;
RDB_64BITLEN	rdb.h	92	object	constant	0x81	pub const RDB_64BITLEN: u64 = 0x81;
RDB_ENCVAL	rdb.h	93	object	constant	3	pub const RDB_ENCVAL: i64 = 3;
RDB_LENERR	rdb.h	94	object	alias	UINT64_MAX	pub use crate::UINT64_MAX;  // alias
RDB_ENC_INT8	rdb.h	99	object	complex	0  /* 8 bit signed integer */	TODO(architect): see C definition
RDB_ENC_INT16	rdb.h	100	object	complex	1 /* 16 bit signed integer */	TODO(architect): see C definition
RDB_ENC_INT32	rdb.h	101	object	complex	2 /* 32 bit signed integer */	TODO(architect): see C definition
RDB_ENC_LZF	rdb.h	102	object	complex	3   /* string compressed with FASTLZ */	TODO(architect): see C definition
RDB_FOREIGN_TYPE_MIN	rdb.h	137	object	constant	22	pub const RDB_FOREIGN_TYPE_MIN: i64 = 22;
RDB_FOREIGN_TYPE_MAX	rdb.h	138	object	constant	243	pub const RDB_FOREIGN_TYPE_MAX: i64 = 243;
rdbIsObjectType	rdb.h	141	function	function-like	(((t) >= 0 && (t) <= 7) || ((t) >= 9 && (t) < RDB_TYPE_LAST))	TODO(architect): function-like macro; translate at call site
RDB_OPCODE_SLOT_IMPORT	rdb.h	145	object	complex	243     /* Slot import state (9.0). */	TODO(architect): see C definition
RDB_OPCODE_SLOT_INFO	rdb.h	146	object	complex	244       /* Foreign slot info, safe to ignore. */	TODO(architect): see C definition
RDB_OPCODE_FUNCTION2	rdb.h	147	object	complex	245       /* function library data */	TODO(architect): see C definition
RDB_OPCODE_FUNCTION_PRE_GA	rdb.h	148	object	complex	246 /* old function library data for 7.0 rc1 and rc2 */	TODO(architect): see C definition
RDB_OPCODE_MODULE_AUX	rdb.h	149	object	complex	247      /* Module auxiliary data. */	TODO(architect): see C definition
RDB_OPCODE_IDLE	rdb.h	150	object	complex	248            /* LRU idle time. */	TODO(architect): see C definition
RDB_OPCODE_FREQ	rdb.h	151	object	complex	249            /* LFU frequency. */	TODO(architect): see C definition
RDB_OPCODE_AUX	rdb.h	152	object	complex	250             /* RDB aux field. */	TODO(architect): see C definition
RDB_OPCODE_RESIZEDB	rdb.h	153	object	complex	251        /* Hash table resize hint. */	TODO(architect): see C definition
RDB_OPCODE_EXPIRETIME_MS	rdb.h	154	object	complex	252   /* Expire time in milliseconds. */	TODO(architect): see C definition
RDB_OPCODE_EXPIRETIME	rdb.h	155	object	complex	253      /* Old expire time in seconds. */	TODO(architect): see C definition
RDB_OPCODE_SELECTDB	rdb.h	156	object	complex	254        /* DB number of the following keys. */	TODO(architect): see C definition
RDB_OPCODE_EOF	rdb.h	157	object	complex	255             /* End of the RDB file. */	TODO(architect): see C definition
RDB_MODULE_OPCODE_EOF	rdb.h	160	object	complex	0    /* End of module value. */	TODO(architect): see C definition
RDB_MODULE_OPCODE_SINT	rdb.h	161	object	complex	1   /* Signed integer. */	TODO(architect): see C definition
RDB_MODULE_OPCODE_UINT	rdb.h	162	object	complex	2   /* Unsigned integer. */	TODO(architect): see C definition
RDB_MODULE_OPCODE_FLOAT	rdb.h	163	object	complex	3  /* Float. */	TODO(architect): see C definition
RDB_MODULE_OPCODE_DOUBLE	rdb.h	164	object	complex	4 /* Double. */	TODO(architect): see C definition
RDB_MODULE_OPCODE_STRING	rdb.h	165	object	complex	5 /* String. */	TODO(architect): see C definition
RDB_LOAD_NONE	rdb.h	168	object	constant	0	pub const RDB_LOAD_NONE: i64 = 0;
RDB_LOAD_ENC	rdb.h	169	object	complex	(1 << 0)	TODO(architect): see C definition
RDB_LOAD_PLAIN	rdb.h	170	object	complex	(1 << 1)	TODO(architect): see C definition
RDB_LOAD_SDS	rdb.h	171	object	complex	(1 << 2)	TODO(architect): see C definition
RDBFLAGS_NONE	rdb.h	174	object	complex	0                /* No special RDB loading or saving. */	TODO(architect): see C definition
RDBFLAGS_AOF_PREAMBLE	rdb.h	175	object	complex	(1 << 0) /* Load/save the RDB as AOF preamble. */	TODO(architect): see C definition
RDBFLAGS_REPLICATION	rdb.h	176	object	complex	(1 << 1)  /* Load/save for SYNC. */	TODO(architect): see C definition
RDBFLAGS_ALLOW_DUP	rdb.h	177	object	complex	(1 << 2)    /* Allow duplicated keys when loading.*/	TODO(architect): see C definition
RDBFLAGS_FEED_REPL	rdb.h	178	object	complex	(1 << 3)    /* Feed replication stream when loading.*/	TODO(architect): see C definition
RDBFLAGS_KEEP_CACHE	rdb.h	179	object	complex	(1 << 4)   /* Don't reclaim cache after rdb file is generated */	TODO(architect): see C definition
RDBFLAGS_EMPTY_DATA	rdb.h	180	object	complex	(1 << 5)   /* Flush the database after validating magic and rdb version*/	TODO(architect): see C definition
RDB_LOAD_ERR_EMPTY_KEY	rdb.h	184	object	complex	1         /* Error of empty key */	TODO(architect): see C definition
RDB_LOAD_ERR_UNKNOWN_TYPE	rdb.h	185	object	complex	2      /* Unknown type in file */	TODO(architect): see C definition
RDB_LOAD_ERR_OTHER	rdb.h	186	object	complex	3             /* Any other errors */	TODO(architect): see C definition
RDB_LOAD_ERR_ALL_ITEMS_EXPIRED	rdb.h	187	object	complex	4 /* All fields expired */	TODO(architect): see C definition
REDISMODULE_H	redismodule.h	30	object	alias	VALKEYMODULE_H	pub use crate::VALKEYMODULE_H;  // alias
REDISMODULE_OK	redismodule.h	31	object	alias	VALKEYMODULE_OK	pub use crate::VALKEYMODULE_OK;  // alias
REDISMODULE_ERR	redismodule.h	32	object	alias	VALKEYMODULE_ERR	pub use crate::VALKEYMODULE_ERR;  // alias
REDISMODULE_AUTH_HANDLED	redismodule.h	33	object	alias	VALKEYMODULE_AUTH_HANDLED	pub use crate::VALKEYMODULE_AUTH_HANDLED;  // alias
REDISMODULE_AUTH_NOT_HANDLED	redismodule.h	34	object	alias	VALKEYMODULE_AUTH_NOT_HANDLED	pub use crate::VALKEYMODULE_AUTH_NOT_HANDLED;  // alias
REDISMODULE_APIVER_1	redismodule.h	35	object	alias	VALKEYMODULE_APIVER_1	pub use crate::VALKEYMODULE_APIVER_1;  // alias
REDISMODULE_TYPE_METHOD_VERSION	redismodule.h	36	object	alias	VALKEYMODULE_TYPE_METHOD_VERSION	pub use crate::VALKEYMODULE_TYPE_METHOD_VERSION;  // alias
REDISMODULE_READ	redismodule.h	37	object	alias	VALKEYMODULE_READ	pub use crate::VALKEYMODULE_READ;  // alias
REDISMODULE_WRITE	redismodule.h	38	object	alias	VALKEYMODULE_WRITE	pub use crate::VALKEYMODULE_WRITE;  // alias
REDISMODULE_OPEN_KEY_NOTOUCH	redismodule.h	39	object	alias	VALKEYMODULE_OPEN_KEY_NOTOUCH	pub use crate::VALKEYMODULE_OPEN_KEY_NOTOUCH;  // alias
REDISMODULE_OPEN_KEY_NONOTIFY	redismodule.h	40	object	alias	VALKEYMODULE_OPEN_KEY_NONOTIFY	pub use crate::VALKEYMODULE_OPEN_KEY_NONOTIFY;  // alias
REDISMODULE_OPEN_KEY_NOSTATS	redismodule.h	41	object	alias	VALKEYMODULE_OPEN_KEY_NOSTATS	pub use crate::VALKEYMODULE_OPEN_KEY_NOSTATS;  // alias
REDISMODULE_OPEN_KEY_NOEXPIRE	redismodule.h	42	object	alias	VALKEYMODULE_OPEN_KEY_NOEXPIRE	pub use crate::VALKEYMODULE_OPEN_KEY_NOEXPIRE;  // alias
REDISMODULE_OPEN_KEY_NOEFFECTS	redismodule.h	43	object	alias	VALKEYMODULE_OPEN_KEY_NOEFFECTS	pub use crate::VALKEYMODULE_OPEN_KEY_NOEFFECTS;  // alias
REDISMODULE_LIST_HEAD	redismodule.h	44	object	alias	VALKEYMODULE_LIST_HEAD	pub use crate::VALKEYMODULE_LIST_HEAD;  // alias
REDISMODULE_LIST_TAIL	redismodule.h	45	object	alias	VALKEYMODULE_LIST_TAIL	pub use crate::VALKEYMODULE_LIST_TAIL;  // alias
REDISMODULE_KEYTYPE_EMPTY	redismodule.h	46	object	alias	VALKEYMODULE_KEYTYPE_EMPTY	pub use crate::VALKEYMODULE_KEYTYPE_EMPTY;  // alias
REDISMODULE_KEYTYPE_STRING	redismodule.h	47	object	alias	VALKEYMODULE_KEYTYPE_STRING	pub use crate::VALKEYMODULE_KEYTYPE_STRING;  // alias
REDISMODULE_KEYTYPE_LIST	redismodule.h	48	object	alias	VALKEYMODULE_KEYTYPE_LIST	pub use crate::VALKEYMODULE_KEYTYPE_LIST;  // alias
REDISMODULE_KEYTYPE_HASH	redismodule.h	49	object	alias	VALKEYMODULE_KEYTYPE_HASH	pub use crate::VALKEYMODULE_KEYTYPE_HASH;  // alias
REDISMODULE_KEYTYPE_SET	redismodule.h	50	object	alias	VALKEYMODULE_KEYTYPE_SET	pub use crate::VALKEYMODULE_KEYTYPE_SET;  // alias
REDISMODULE_KEYTYPE_ZSET	redismodule.h	51	object	alias	VALKEYMODULE_KEYTYPE_ZSET	pub use crate::VALKEYMODULE_KEYTYPE_ZSET;  // alias
REDISMODULE_KEYTYPE_MODULE	redismodule.h	52	object	alias	VALKEYMODULE_KEYTYPE_MODULE	pub use crate::VALKEYMODULE_KEYTYPE_MODULE;  // alias
REDISMODULE_KEYTYPE_STREAM	redismodule.h	53	object	alias	VALKEYMODULE_KEYTYPE_STREAM	pub use crate::VALKEYMODULE_KEYTYPE_STREAM;  // alias
REDISMODULE_REPLY_UNKNOWN	redismodule.h	54	object	alias	VALKEYMODULE_REPLY_UNKNOWN	pub use crate::VALKEYMODULE_REPLY_UNKNOWN;  // alias
REDISMODULE_REPLY_STRING	redismodule.h	55	object	alias	VALKEYMODULE_REPLY_STRING	pub use crate::VALKEYMODULE_REPLY_STRING;  // alias
REDISMODULE_REPLY_ERROR	redismodule.h	56	object	alias	VALKEYMODULE_REPLY_ERROR	pub use crate::VALKEYMODULE_REPLY_ERROR;  // alias
REDISMODULE_REPLY_INTEGER	redismodule.h	57	object	alias	VALKEYMODULE_REPLY_INTEGER	pub use crate::VALKEYMODULE_REPLY_INTEGER;  // alias
REDISMODULE_REPLY_ARRAY	redismodule.h	58	object	alias	VALKEYMODULE_REPLY_ARRAY	pub use crate::VALKEYMODULE_REPLY_ARRAY;  // alias
REDISMODULE_REPLY_NULL	redismodule.h	59	object	alias	VALKEYMODULE_REPLY_NULL	pub use crate::VALKEYMODULE_REPLY_NULL;  // alias
